batch,model,widthLoIn,widthHiIn,styleCount,styles
range3,,216,217,8,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range3,,217,218,7,T2.5x18EverySection | T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range3,,218,220,0,
range4,,220,221,6,T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,221,222,6,T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,222,223,6,T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,223,224,6,T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,224,227,6,T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,227,228,6,T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,228,229,6,T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,229,230,6,T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,230,232,6,T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,232,233,6,T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,233,234,6,T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,234,235,5,T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,235,236,5,T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,236,237,5,T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,237,238,5,T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,238,239,5,T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,239,240,5,T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,240,241,5,T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,241,244,5,T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,244,245,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,245,246,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,246,248,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,248,250,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range4,,250,252,0,
range5,,252,253,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range5,,253,254,2,T3.625x18EverySection | T4.0x16EverySection
range5,,254,255,2,T3.625x18EverySection | T4.0x16EverySection
range5,,255,256,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range5,,256,257,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range5,,257,258,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range5,,258,259,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range5,,259,261,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range5,,261,262,2,T3.625x18EverySection | T4.0x16EverySection
range5,,262,263,2,T3.625x18EverySection | T4.0x16EverySection
range5,,263,264,2,T3.625x18EverySection | T4.0x16EverySection
range5,,264,265,1,T4.0x16EverySection
range5,,265,266,1,T4.0x16EverySection
range5,,266,268,1,T4.0x16EverySection
range5,,268,269,1,T4.0x16EverySection
range5,,269,270,1,T4.0x16EverySection
range5,,270,271,1,T4.0x16EverySection
range5,,271,272,1,T4.0x16EverySection
range5,,272,275,1,T4.0x16EverySection
range5,,275,276,1,T4.0x16EverySection
range5,,276,277,1,T4.0x16EverySection
range5,,277,278,1,T4.0x16EverySection
range5,,278,280,1,T4.0x16EverySection
range5,,280,281,0,
range6,,281,282,1,T4.0x16EverySection
range6,,282,283,1,T4.0x16EverySection
range6,,283,286,1,T4.0x16EverySection
range6,,286,287,1,T4.0x16EverySection
range6,,288,289,1,T4.0x16EverySection
range6,,287,288,1,T4.0x16EverySection
range6,,289,290,1,T4.0x16EverySection
range6,,290,294,1,T4.0x16EverySection
range6,,294,295,1,T4.0x16EverySection
range6,,295,296,1,T4.0x16EverySection
range6,,296,299,1,T4.0x16EverySection
range6,,299,300,1,HatTruss
range6,,300,301,1,HatTruss
range6,,301,302,1,HatTruss
range6,,302,304,1,HatTruss
range6,,304,305,1,HatTruss
range6,,305,306,1,HatTruss
range6,,306,307,1,HatTruss
range6,,307,308,1,HatTruss
range6,,308,310,1,HatTruss
range6,,310,312,1,HatTruss
range6,,312,313,1,HatTruss
range6,,313,314,1,HatTruss
range6,,314,316,0,
range7,,316,322,1,HatTruss
range7,,322,323,1,HatTruss
range7,,323,324,1,HatTruss
range7,,324,325,1,HatTruss
range7,,325,329,1,HatTruss
range7,,329,330,1,HatTruss
range7,,330,331,1,HatTruss
range7,,331,332,1,HatTruss
range7,,332,333,1,HatTruss
range7,,333,334,1,HatTruss
range7,,334,335,1,HatTruss
range7,,335,338,1,HatTruss_UbarTruss
range7,,338,340,1,HatTruss_UbarTruss
range7,,340,341,1,HatTruss_UbarTruss
range7,,341,342,1,HatTruss_UbarTruss
range7,,342,346,1,HatTruss_UbarTruss
range7,,346,347,1,HatTruss_UbarTruss
range7,,347,348,1,HatTruss_UbarTruss
range7,,348,349,1,HatTruss_UbarTruss
range7,,349,350,1,HatTruss_UbarTruss
range7,,350,351,1,HatTruss_UbarTruss
range7,,351,352,1,HatTruss_UbarTruss
range7,,352,355,1,HatTruss_UbarTruss
range7,,355,360,0,
range8,,360,361,1,HatTruss_UbarTruss
range8,,361,362,1,HatTruss_UbarTruss
range8,,362,363,1,HatTruss_UbarTruss
range8,,363,364,1,HatTruss_UbarTruss
range8,,364,368,1,HatTruss_UbarTruss
range8,,368,369,1,HatTruss_UbarTruss
range8,,369,370,1,HatTruss_UbarTruss
range8,,370,374,1,HatTruss_UbarTruss
range8,,374,376,1,HatTruss_UbarTruss
range8,,376,386,1,HatTruss_UbarTruss
range8,,386,390,1,HatTruss_UbarTruss
range8,,390,400,1,HatTruss_UbarTruss
range8,,400,403,1,EXCEEDS_CAPACITY
range8,,403,405,1,EXCEEDS_CAPACITY
range8,,405,408,1,EXCEEDS_CAPACITY
range8,,408,409,1,EXCEEDS_CAPACITY
range8,,409,410,1,EXCEEDS_CAPACITY
range8,,410,422,1,EXCEEDS_CAPACITY
range8,,422,432,1,EXCEEDS_CAPACITY
range8,,432,462,1,EXCEEDS_CAPACITY
range8,,462,479,1,EXCEEDS_CAPACITY
range8,,479,482,11,None | T2.5x18Top | T2.5x18TopBtmLTE5SEC | T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
